hprodid,hprodname,genname,gencode,saltdesc,saltcode,formdesc,formcode,stredesc,strecode,unitdesc,unitcode,edl,pndf_classification,status,pprice,sprice,packcode,packdesc,mdrprice,mdrp_dateasof,price_indicator
MECOB0000000668SOL3200516AMPUL,MECOBALAMIN 500 mcg/mL SOLUTION 1 mL AMPULE,MECOBALAMIN,MECOB,,0,SOLUTION,SOL32,500 mcg/mL,668,1 mL,516,,,,,,AMPUL,AMPULE,,,
MEDRO0000000069TAB490000000000,MEDROXYPROGESTERONE 10 mg TABLET,MEDROXYPROGESTERONE,MEDRO,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
MEDRO0000000139TAB490000000000,MEDROXYPROGESTERONE 100 mg TABLET,MEDROXYPROGESTERONE,MEDRO,,0,TABLET,TAB49,100 mg,139,,0,,,,,,0,,,,
MEDRO0002100224SOL3200516VIALX,MEDROXYPROGESTERONE ( as ENANTHATE) 150 mg/mL SOLUTION 1 mL VIAL,MEDROXYPROGESTERONE,MEDRO,ENANTHATE,21,SOLUTION,SOL32,150 mg/mL,224,1 mL,516,,,,,,VIALX,VIAL,,,
MEDRO0000000003TAB490000000000,MEDROXYPROGESTERONE 2.5 mg TABLET,MEDROXYPROGESTERONE,MEDRO,,0,TABLET,TAB49,2.5 mg,3,,0,,,,,,0,,,,
MEDRO0000000015TAB490000000000,MEDROXYPROGESTERONE 250 mg TABLET,MEDROXYPROGESTERONE,MEDRO,,0,TABLET,TAB49,250 mg,15,,0,,,,,,0,,,,
MEDRO0000000034TAB490000000000,MEDROXYPROGESTERONE 400 mg TABLET,MEDROXYPROGESTERONE,MEDRO,,0,TABLET,TAB49,400 mg,34,,0,,,,,,0,,,,
MEDRO0000000056TAB490000000000,MEDROXYPROGESTERONE 5 mg TABLET,MEDROXYPROGESTERONE,MEDRO,,0,TABLET,TAB49,5 mg,56,,0,,,,,,0,,,,
MEDRO0000100851SOL3200388VS001,MEDROXYPROGESTERONE ( as ACETATE) 50 mg/mL SOLUTION 3 mL VIAL + SYRINGE,MEDROXYPROGESTERONE,MEDRO,ACETATE,1,SOLUTION,SOL32,50 mg/mL,851,3 mL,388,,,,,,VS001,VIAL + SYRINGE,,,
MEDRO0000000047TAB490000000000,MEDROXYPROGESTERONE 500 mg TABLET,MEDROXYPROGESTERONE,MEDRO,,0,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
MEFEN0000000015CAPSU0000000000,MEFENAMIC ACID 250 mg CAPSULE,MEFENAMIC ACID,MEFEN,,0,CAPSULE,CAPSU,250 mg,15,,0,,,,,,0,,,,
MEFEN0000000015TAB490000000000,MEFENAMIC ACID 250 mg TABLET,MEFENAMIC ACID,MEFEN,,0,TABLET,TAB49,250 mg,15,,0,,,,,,0,,,,
MEFEN0000001228SUS1400469BOTTL,MEFENAMIC ACID 50 mg/5 mL SUSPENSION 60 mL BOTTLE,MEFENAMIC ACID,MEFEN,,0,SUSPENSION,SUS14,50 mg/5 mL,1228,60 mL,469,,,,,,BOTTL,BOTTLE,,,
MEFEN0000000047CAPSU0000000000,MEFENAMIC ACID 500 mg CAPSULE,MEFENAMIC ACID,MEFEN,,0,CAPSULE,CAPSU,500 mg,47,,0,,,,,,0,,,,
MEFEN0000000047TAB490000000000,MEFENAMIC ACID 500 mg TABLET,MEFENAMIC ACID,MEFEN,,0,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
MEFLO0000000015TAB490000000000,MEFLOQUINE 250 mg TABLET,MEFLOQUINE,MEFLO,,0,TABLET,TAB49,250 mg,15,,0,,,,,,0,,,,
MEGES0000000233TAB490000000000,MEGESTROL 160 mg TABLET,MEGESTROL,MEGES,,0,TABLET,TAB49,160 mg,233,,0,,,,,,0,,,,
MEGES0000000036TAB490000000000,MEGESTROL 40 mg TABLET,MEGESTROL,MEGES,,0,TABLET,TAB49,40 mg,36,,0,,,,,,0,,,,
MELPH0000000026TAB490000000000,MELPHALAN 2 mg TABLET,MELPHALAN,MELPH,,0,TABLET,TAB49,2 mg,26,,0,,,,,,0,,,,
MEMAN0000000069TAB490000000000,MEMANTINE HYDROCHLORIDE 10 mg TABLET,MEMANTINE HYDROCHLORIDE,MEMAN,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
MEMAN0000000007TAB490000000000,MEMANTINE HYDROCHLORIDE 20 mg TABLET,MEMANTINE HYDROCHLORIDE,MEMAN,,0,TABLET,TAB49,20 mg,7,,0,,,,,,0,,,,
MEN500000000975SOL3200000VIALX,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE 50 mcg/0.5 mL dose (Group A + C) multidose (10 doses) lyophilized powder + 5 mL diluent SOLUTION VIAL,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,MEN50,,0,SOLUTION,SOL32,50 mcg/0.5 mL dose (Group A + C) multidose (10 doses) lyophilized powder + 5 mL diluent,975,,0,,,,,,VIALX,VIAL,,,
MEN500000000977SOL3200000LPV01,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE 50 mcg/0.5 mL dose (Serogroup A + Serogroup B + Serogroup W135 + Serogroup Y) multidose + diluent SOLUTION LYOPHILIZED POWDER + VIAL,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,MEN50,,0,SOLUTION,SOL32,50 mcg/0.5 mL dose (Serogroup A + Serogroup B + Serogroup W135 + Serogroup Y) multidose + diluent,977,,0,,,,,,LPV01,LYOPHILIZED POWDER + VIAL,,,
MEN500000000976SOL3200000LPS01,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE 50 mcg/0.5 mL dose(Group A + C) single dose + 0.5 mL diluent SOLUTION LYOPHILIZED POWDER + SYRINGE,MENINGOCOCCAL POLYSACCHARIDE (NEISSERIA MENINGITIDIS) VACCINE,MEN50,,0,SOLUTION,SOL32,50 mcg/0.5 mL dose(Group A + C) single dose + 0.5 mL diluent,976,,0,,,,,,LPS01,LYOPHILIZED POWDER + SYRINGE,,,
MERCA0000000050TAB490000000000,MERCAPTOPURINE 50 mg TABLET,MERCAPTOPURINE,MERCA,,0,TABLET,TAB49,50 mg,50,,0,,,,,,0,,,,
MEROP0005100241POW2700000VIALX,MEROPENEM ( as SODIUM) 1 g POWDER VIAL,MEROPENEM,MEROP,SODIUM,51,POWDER,POW27,1 g,241,,0,,,,,,VIALX,VIAL,,,
MEROP0005100047POW2700000VIALX,MEROPENEM ( as SODIUM) 500 mg POWDER VIAL,MEROPENEM,MEROP,SODIUM,51,POWDER,POW27,500 mg,47,,0,,,,,,VIALX,VIAL,,,
MESAL0000000241SUPP40000000000,MESALAZINE 1 g SUPPOSITORY,MESALAZINE,MESAL,,0,SUPPOSITORY,SUPP4,1 g,241,,0,,,,,,0,,,,
MESAL0000000015SUPP40000000000,MESALAZINE 250 mg SUPPOSITORY,MESALAZINE,MESAL,,0,SUPPOSITORY,SUPP4,250 mg,15,,0,,,,,,0,,,,
MESAL0000000015TAB490000000000,MESALAZINE 250 mg TABLET,MESALAZINE,MESAL,,0,TABLET,TAB49,250 mg,15,,0,,,,,,0,,,,
MESAL0000000047TAB490000000000,MESALAZINE 500 mg TABLET,MESALAZINE,MESAL,,0,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
MESN10000000142SOL3200195AMPUL,MESNA (SODIUM-2-MERCAPTOETHANE SULPHONATE) 100 mg/ml SOLUTION 10 mL AMPULE,MESNA (SODIUM-2-MERCAPTOETHANE SULPHONATE),MESN1,,0,SOLUTION,SOL32,100 mg/ml,142,10 mL,195,,,,,,AMPUL,AMPULE,,,
MESN10000000142SOL3200060AMPUL,MESNA (SODIUM-2-MERCAPTOETHANE SULPHONATE) 100 mg/ml SOLUTION 5 mL AMPULE,MESNA (SODIUM-2-MERCAPTOETHANE SULPHONATE),MESN1,,0,SOLUTION,SOL32,100 mg/ml,142,5 mL,60,,,,,,AMPUL,AMPULE,,,
MESN10000000142SOL3201386AMPUL,MESNA (SODIUM-2-MERCAPTOETHANE SULPHONATE) 100 mg/ml SOLUTION 4 mL AMPULE,MESNA (SODIUM-2-MERCAPTOETHANE SULPHONATE),MESN1,,0,SOLUTION,SOL32,100 mg/ml,142,4 mL,1386,,,,,,AMPUL,AMPULE,,,
METFO0000200241TAB490000000000,METFORMIN ( as HYDROCHLORIDE) 1 g TABLET,METFORMIN,METFO,HYDROCHLORIDE,2,TABLET,TAB49,1 g,241,,0,,,,,,0,,,,
METFO0000200047TAB490000000000,METFORMIN ( as HYDROCHLORIDE) 500 mg TABLET,METFORMIN,METFO,HYDROCHLORIDE,2,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
METFO0000200978TAB490000000000,METFORMIN ( as HYDROCHLORIDE) 850 mg TABLET,METFORMIN,METFO,HYDROCHLORIDE,2,TABLET,TAB49,850 mg,978,,0,,,,,,0,,,,
METHO0000000069TAB490000000000,METHOTREXATE 10 mg TABLET,METHOTREXATE,METHO,,0,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
METHO0000000194SOL3200516VIALX,METHOTREXATE 10 mg/mL SOLUTION 1 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,10 mg/mL,194,1 mL,516,,,,,,VIALX,VIAL,,,
METHO0000000194SOL3200060VIALX,METHOTREXATE 10 mg/mL SOLUTION 5 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,10 mg/mL,194,5 mL,60,,,,,,VIALX,VIAL,,,
METHO0000000142SOL3200195VIALX,METHOTREXATE 100 mg/ml SOLUTION 10 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,100 mg/ml,142,10 mL,195,,,,,,VIALX,VIAL,,,
METHO0000000142SOL3200055VIALX,METHOTREXATE 100 mg/ml SOLUTION 50 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,100 mg/ml,142,50 mL,55,,,,,,VIALX,VIAL,,,
METHO0000000003TAB490000000000,METHOTREXATE 2.5 mg TABLET,METHOTREXATE,METHO,,0,TABLET,TAB49,2.5 mg,3,,0,,,,,,0,,,,
METHO0000000980SOL3200361AMPUL,METHOTREXATE 2.5 mg/ml SOLUTION 2 mL AMPULE,METHOTREXATE,METHO,,0,SOLUTION,SOL32,2.5 mg/ml,980,2 mL,361,,,,,,AMPUL,AMPULE,,,
METHO0000000980SOL3200361VIALX,METHOTREXATE 2.5 mg/ml SOLUTION 2 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,2.5 mg/ml,980,2 mL,361,,,,,,VIALX,VIAL,,,
METHO0000000980SOL3201401VIALX,METHOTREXATE 2.5 mg/ml SOLUTION 8 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,2.5 mg/ml,980,8 mL,1401,,,,,,VIALX,VIAL,,,
METHO0000000985SOL3200361AMPUL,METHOTREXATE 25 mg/mL SOLUTION 2 mL AMPULE,METHOTREXATE,METHO,,0,SOLUTION,SOL32,25 mg/mL,985,2 mL,361,,,,,,AMPUL,AMPULE,,,
METHO0000000985SOL3200361VIALX,METHOTREXATE 25 mg/mL SOLUTION 2 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,25 mg/mL,985,2 mL,361,,,,,,VIALX,VIAL,,,
METHO0000000985SOL3200011VIALX,METHOTREXATE 25 mg/mL SOLUTION 20 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,25 mg/mL,985,20 mL,11,,,,,,VIALX,VIAL,,,
METHO0000000985SOL3201386VIALX,METHOTREXATE 25 mg/mL SOLUTION 4 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,25 mg/mL,985,4 mL,1386,,,,,,VIALX,VIAL,,,
METHO0000000985SOL3201401VIALX,METHOTREXATE 25 mg/mL SOLUTION 8 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,25 mg/mL,985,8 mL,1401,,,,,,VIALX,VIAL,,,
METHO0000000056TAB490000000000,METHOTREXATE 5 mg TABLET,METHOTREXATE,METHO,,0,TABLET,TAB49,5 mg,56,,0,,,,,,0,,,,
METHO0000000459SOL3200361VIALX,METHOTREXATE 5 mg/mL SOLUTION 2 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,5 mg/mL,459,2 mL,361,,,,,,VIALX,VIAL,,,
METHO0000000459SOL3200388VIALX,METHOTREXATE 5 mg/mL SOLUTION 3 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,5 mg/mL,459,3 mL,388,,,,,,VIALX,VIAL,,,
METHO0000000851SOL3200516VIALX,METHOTREXATE 50 mg/mL SOLUTION 1 mL VIAL,METHOTREXATE,METHO,,0,SOLUTION,SOL32,50 mg/mL,851,1 mL,516,,,,,,VIALX,VIAL,,,
METHY0000000205TAB490000000000,METHYLDOPA 125 mg TABLET,METHYLDOPA,METHY,,0,TABLET,TAB49,125 mg,205,,0,,,,,,0,,,,
METHY0000000015TAB490000000000,METHYLDOPA 250 mg TABLET,METHYLDOPA,METHY,,0,TABLET,TAB49,250 mg,15,,0,,,,,,0,,,,
METY10000000989TAB490000000000,METHYLENE BLUE 1% solution 55 mg TABLET,METHYLENE BLUE,METY1,,0,TABLET,TAB49,1% solution 55 mg,989,,0,,,,,,0,,,,
METY10000000990TAB490000000000,METHYLENE BLUE 1% solution 65 mg TABLET,METHYLENE BLUE,METY1,,0,TABLET,TAB49,1% solution 65 mg,990,,0,,,,,,0,,,,
METY10000000194SOL3200516AMPUL,METHYLENE BLUE 10 mg/mL SOLUTION 1 mL AMPULE,METHYLENE BLUE,METY1,,0,SOLUTION,SOL32,10 mg/mL,194,1 mL,516,,,,,,AMPUL,AMPULE,,,
METY10000000194SOL3200516VIALX,METHYLENE BLUE 10 mg/mL SOLUTION 1 mL VIAL,METHYLENE BLUE,METY1,,0,SOLUTION,SOL32,10 mg/mL,194,1 mL,516,,,,,,VIALX,VIAL,,,
METY10000000194SOL3200195AMPUL,METHYLENE BLUE 10 mg/mL SOLUTION 10 mL AMPULE,METHYLENE BLUE,METY1,,0,SOLUTION,SOL32,10 mg/mL,194,10 mL,195,,,,,,AMPUL,AMPULE,,,
METY10000000194SOL3200195VIALX,METHYLENE BLUE 10 mg/mL SOLUTION 10 mL VIAL,METHYLENE BLUE,METY1,,0,SOLUTION,SOL32,10 mg/mL,194,10 mL,195,,,,,,VIALX,VIAL,,,
METY20003400203TAB490000000000,METHYLERGOMETRINE ( as MALEATE) 125 mcg TABLET,METHYLERGOMETRINE,METY2,MALEATE,34,TABLET,TAB49,125 mcg,203,,0,,,,,,0,,,,
METY20003401018SOL3200516AMPUL,METHYLERGOMETRINE ( as MALEATE) 200 mcg/mL SOLUTION 1 mL AMPULE,METHYLERGOMETRINE,METY2,MALEATE,34,SOLUTION,SOL32,200 mcg/mL,1018,1 mL,516,,,,,,AMPUL,AMPULE,,,
METY40000000991TAB520000000000,METHYLPHENIDATE 18 mg TABLET MODIFIED RELEASE,METHYLPHENIDATE,METY4,,0,TABLET MODIFIED RELEASE,TAB52,18 mg,991,,0,,,,,,0,,,,
METY40000000992TAB520000000000,METHYLPHENIDATE 36 mg TABLET MODIFIED RELEASE,METHYLPHENIDATE,METY4,,0,TABLET MODIFIED RELEASE,TAB52,36 mg,992,,0,,,,,,0,,,,
METY50000000241LYP0100000VIALX,METHYLPREDNISOLONE 1 g LYOPHILIZED POWDER VIAL,METHYLPREDNISOLONE,METY5,,0,LYOPHILIZED POWDER,LYP01,1 g,241,,0,,,,,,VIALX,VIAL,,,
METY50000000243POW2700000VIALX,METHYLPREDNISOLONE 1 g/16 mL + Diluent POWDER VIAL,METHYLPREDNISOLONE,METY5,,0,POWDER,POW27,1 g/16 mL + Diluent,243,,0,,,,,,VIALX,VIAL,,,
METY50000001368POW270036100000,METHYLPREDNISOLONE 125 mg/mL + diluent POWDER 2 mL,METHYLPREDNISOLONE,METY5,,0,POWDER,POW27,125 mg/mL + diluent,1368,2 mL,361,,,,,,0,,,,
METY50000000235TAB490000000000,METHYLPREDNISOLONE 16 mg TABLET,METHYLPREDNISOLONE,METY5,,0,TABLET,TAB49,16 mg,235,,0,,,,,,0,,,,
METY50000000041TAB490000000000,METHYLPREDNISOLONE 4 mg TABLET,METHYLPREDNISOLONE,METY5,,0,TABLET,TAB49,4 mg,41,,0,,,,,,0,,,,
METY50000001221POW2700000VIALX,METHYLPREDNISOLONE 40 mg ( single dose) POWDER VIAL,METHYLPREDNISOLONE,METY5,,0,POWDER,POW27,40 mg ( single dose),1221,,0,,,,,,VIALX,VIAL,,,
METY50000000039SUS1400516VIALX,METHYLPREDNISOLONE 40 mg/mL SUSPENSION 1 mL VIAL,METHYLPREDNISOLONE,METY5,,0,SUSPENSION,SUS14,40 mg/mL,39,1 mL,516,,,,,,VIALX,VIAL,,,
METY50000000047LYP0100000VIALX,METHYLPREDNISOLONE 500 mg LYOPHILIZED POWDER VIAL,METHYLPREDNISOLONE,METY5,,0,LYOPHILIZED POWDER,LYP01,500 mg,47,,0,,,,,,VIALX,VIAL,,,
METY50000000998POW2700000VIALX,METHYLPREDNISOLONE 500 mg/8.0 mL + diluent vial POWDER VIAL,METHYLPREDNISOLONE,METY5,,0,POWDER,POW27,500 mg/8.0 mL + diluent vial,998,,0,,,,,,VIALX,VIAL,,,
METY50000000434POW2700000VIALX,METHYLPREDNISOLONE 500mg/7.7mL + Diluent POWDER VIAL,METHYLPREDNISOLONE,METY5,,0,POWDER,POW27,500mg/7.7mL + Diluent,434,,0,,,,,,VIALX,VIAL,,,
METY50000001369POW2700361VIALX,METHYLPREDNISOLONE 62.5 mg/mL + diluent POWDER 2 mL VIAL,METHYLPREDNISOLONE,METY5,,0,POWDER,POW27,62.5 mg/mL + diluent,1369,2 mL,361,,,,,,VIALX,VIAL,,,
METY50000000994POW2701386VIALX,METHYLPREDNISOLONE 62.5 mg/mL POWDER 4 mL VIAL,METHYLPREDNISOLONE,METY5,,0,POWDER,POW27,62.5 mg/mL,994,4 mL,1386,,,,,,VIALX,VIAL,,,
METOC0000200069TAB490000000000,METOCLOPRAMIDE ( as HYDROCHLORIDE) 10 mg TABLET,METOCLOPRAMIDE,METOC,HYDROCHLORIDE,2,TABLET,TAB49,10 mg,69,,0,,,,,,0,,,,
METOC0000200454SYRUP00469BOTTL,METOCLOPRAMIDE ( as HYDROCHLORIDE) 5 mg/5 mL SYRUP 60 mL BOTTLE,METOCLOPRAMIDE,METOC,HYDROCHLORIDE,2,SYRUP,SYRUP,5 mg/5 mL,454,60 mL,469,,,,,,BOTTL,BOTTLE,,,
METOC0000200459SOL3200361AMPUL,METOCLOPRAMIDE ( as HYDROCHLORIDE) 5 mg/mL SOLUTION 2 mL AMPULE,METOCLOPRAMIDE,METOC,HYDROCHLORIDE,2,SOLUTION,SOL32,5 mg/mL,459,2 mL,361,,,,,,AMPUL,AMPULE,,,
METOC0000200459SOL3200388AMPUL,METOCLOPRAMIDE ( as HYDROCHLORIDE) 5 mg/mL SOLUTION 3 mL AMPULE,METOCLOPRAMIDE,METOC,HYDROCHLORIDE,2,SOLUTION,SOL32,5 mg/mL,459,3 mL,388,,,,,,AMPUL,AMPULE,,,
METOP0005600139TAB490000000000,METOPROLOL ( as TARTRATE) 100 mg TABLET,METOPROLOL,METOP,TARTRATE,56,TABLET,TAB49,100 mg,139,,0,,,,,,0,,,,
METOP0005600050TAB490000000000,METOPROLOL ( as TARTRATE) 50 mg TABLET,METOPROLOL,METOP,TARTRATE,56,TABLET,TAB49,50 mg,50,,0,,,,,,0,,,,
METP20000000407TAB490000000000,METOPROLOL SUCCINATE 47.5 mg TABLET,METOPROLOL SUCCINATE,METP2,,0,TABLET,TAB49,47.5 mg,407,,0,,,,,,0,,,,
METRO0000000241SUPP40000000000,METRONIDAZOLE 1 g SUPPOSITORY,METRONIDAZOLE,METRO,,0,SUPPOSITORY,SUPP4,1 g,241,,0,,,,,,0,,,,
METRO0000800209SUS1400379BOTTL,METRONIDAZOLE ( as BENZOATE) 125 mg/5 mL SUSPENSION 30 mL BOTTLE,METRONIDAZOLE,METRO,BENZOATE,8,SUSPENSION,SUS14,125 mg/5 mL,209,30 mL,379,,,,,,BOTTL,BOTTLE,,,
METRO0000800209SUS1400469BOTTL,METRONIDAZOLE ( as BENZOATE) 125 mg/5 mL SUSPENSION 60 mL BOTTLE,METRONIDAZOLE,METRO,BENZOATE,8,SUSPENSION,SUS14,125 mg/5 mL,209,60 mL,469,,,,,,BOTTL,BOTTLE,,,
METRO0000000015TAB490000000000,METRONIDAZOLE 250 mg TABLET,METRONIDAZOLE,METRO,,0,TABLET,TAB49,250 mg,15,,0,,,,,,0,,,,
METRO0000000459SOL3200178VIALX,METRONIDAZOLE 5 mg/mL SOLUTION 100 mL VIAL,METRONIDAZOLE,METRO,,0,SOLUTION,SOL32,5 mg/mL,459,100 mL,178,,,,,,VIALX,VIAL,,,
METRO0000000047TAB490000000000,METRONIDAZOLE 500 mg TABLET,METRONIDAZOLE,METRO,,0,TABLET,TAB49,500 mg,47,,0,,,,,,0,,,,
MICO10000001062CREA300227TUB01,MICONAZOLE 1% CREAM 15 g TUBE,MICONAZOLE,MICO1,,0,CREAM,CREA3,1%,1062,15 g,227,,,,,,TUB01,TUBE,,,
MICO10000001062CREA301393TUB01,MICONAZOLE 1% CREAM 3.5 g TUBE,MICONAZOLE,MICO1,,0,CREAM,CREA3,1%,1062,3.5 g,1393,,,,,,TUB01,TUBE,,,
MICO10000001062CREA301398TUB01,MICONAZOLE 1% CREAM 450 g TUBE,MICONAZOLE,MICO1,,0,CREAM,CREA3,1%,1062,450 g,1398,,,,,,TUB01,TUBE,,,
MICO10000000194SOL3200231BOTTL,MICONAZOLE 10 mg/mL SOLUTION 15 mL BOTTLE,MICONAZOLE,MICO1,,0,SOLUTION,SOL32,10 mg/mL,194,15 mL,231,,,,,,BOTTL,BOTTLE,,,
MICO10000000194SOL3201375BOTTL,MICONAZOLE 10 mg/mL SOLUTION 25 mL BOTTLE,MICONAZOLE,MICO1,,0,SOLUTION,SOL32,10 mg/mL,194,25 mL,1375,,,,,,BOTTL,BOTTLE,,,
MICO10000000000LOTI100195BOTTL,MICONAZOLE LOTION 10 mL BOTTLE,MICONAZOLE,MICO1,,0,LOTION,LOTI1,,0,10 mL,195,,,,,,BOTTL,BOTTLE,,,
MICO100000000000000000195SAC01,MICONAZOLE 10 mL SACHET,MICONAZOLE,MICO1,,0,,0,,0,10 mL,195,,,,,,SAC01,SACHET,,,
MICO10000000139OVULE0000000000,MICONAZOLE 100 mg OVULE,MICONAZOLE,MICO1,,0,OVULE,OVULE,100 mg,139,,0,,,,,,0,,,,
MICO10000000000SHAMX00178BOTTL,MICONAZOLE SHAMPOO 100 mL BOTTLE,MICONAZOLE,MICO1,,0,SHAMPOO,SHAMX,,0,100 mL,178,,,,,,BOTTL,BOTTLE,,,
MICO10000001314CREA300227TUB01,MICONAZOLE 2% CREAM 15 g TUBE,MICONAZOLE,MICO1,,0,CREAM,CREA3,2%,1314,15 g,227,,,,,,TUB01,TUBE,,,
MICO10000001314CREA301393TUB01,MICONAZOLE 2% CREAM 3.5 g TUBE,MICONAZOLE,MICO1,,0,CREAM,CREA3,2%,1314,3.5 g,1393,,,,,,TUB01,TUBE,,,
MICO10000001314CREA301398TUB01,MICONAZOLE 2% CREAM 450 g TUBE,MICONAZOLE,MICO1,,0,CREAM,CREA3,2%,1314,450 g,1398,,,,,,TUB01,TUBE,,,
MICO10000000028OVULE0000000000,MICONAZOLE 300 mg OVULE,MICONAZOLE,MICO1,,0,OVULE,OVULE,300 mg,28,,0,,,,,,0,,,,
MICO10000000047OVULE0000000000,MICONAZOLE 500 mg OVULE,MICONAZOLE,MICO1,,0,OVULE,OVULE,500 mg,47,,0,,,,,,0,,,,
MICO10000000000SHAMX00842SAC01,MICONAZOLE SHAMPOO 6 mL SACHET,MICONAZOLE,MICO1,,0,SHAMPOO,SHAMX,,0,6 mL,842,,,,,,SAC01,SACHET,,,
MICO10000000000SHAMX00469BOTTL,MICONAZOLE SHAMPOO 60 mL BOTTLE,MICONAZOLE,MICO1,,0,SHAMPOO,SHAMX,,0,60 mL,469,,,,,,BOTTL,BOTTLE,,,
MICRO0000000241POW2700000SAC01,MICRONUTRIENT 1 g POWDER SACHET,MICRONUTRIENT,MICRO,,0,POWDER,POW27,1 g,241,,0,,,,,,SAC01,SACHET,,,
MIDAZ0000000261SOL3200060AMPUL,MIDAZOLAM 1 mg/mL SOLUTION 5 mL AMPULE,MIDAZOLAM,MIDAZ,,0,SOLUTION,SOL32,1 mg/mL,261,5 mL,60,,,,,,AMPUL,AMPULE,,,
MIDAZ0000000261SOL3200060VIALX,MIDAZOLAM 1 mg/mL SOLUTION 5 mL VIAL,MIDAZOLAM,MIDAZ,,0,SOLUTION,SOL32,1 mg/mL,261,5 mL,60,,,,,,VIALX,VIAL,,,
MIDAZ0000000228TAB490000000000,MIDAZOLAM 15 mg TABLET,MIDAZOLAM,MIDAZ,,0,TABLET,TAB49,15 mg,228,,0,,,,,,0,,,,
MIDAZ0000000459SOL3200195AMPUL,MIDAZOLAM 5 mg/mL SOLUTION 10 mL AMPULE,MIDAZOLAM,MIDAZ,,0,SOLUTION,SOL32,5 mg/mL,459,10 mL,195,,,,,,AMPUL,AMPULE,,,
MIDAZ0000000459SOL3200361AMPUL,MIDAZOLAM 5 mg/mL SOLUTION 2 mL AMPULE,MIDAZOLAM,MIDAZ,,0,SOLUTION,SOL32,5 mg/mL,459,2 mL,361,,,,,,AMPUL,AMPULE,,,
MIDAZ0000000459SOL3200388AMPUL,MIDAZOLAM 5 mg/mL SOLUTION 3 mL AMPULE,MIDAZOLAM,MIDAZ,,0,SOLUTION,SOL32,5 mg/mL,459,3 mL,388,,,,,,AMPUL,AMPULE,,,
MIDAZ0000000459SOL3200060AMPUL,MIDAZOLAM 5 mg/mL SOLUTION 5 mL AMPULE,MIDAZOLAM,MIDAZ,,0,SOLUTION,SOL32,5 mg/mL,459,5 mL,60,,,,,,AMPUL,AMPULE,,,
MIDAZ0000000459SOL3200516AMPUL,MIDAZOLAM 5 mg/mL SOLUTION 1 mL AMPULE,MIDAZOLAM,MIDAZ,,0,SOLUTION,SOL32,5 mg/mL,459,1 mL,516,,,,,,AMPUL,AMPULE,,,
MINOC0000000139CAPSU0000000000,MINOCYCLINE 100 mg CAPSULE,MINOCYCLINE,MINOC,,0,CAPSULE,CAPSU,100 mg,139,,0,,,,,,0,,,,
MINOC0000000050CAPSU0000000000,MINOCYCLINE 50 mg CAPSULE,MINOCYCLINE,MINOC,,0,CAPSULE,CAPSU,50 mg,50,,0,,,,,,0,,,,
MITOX0000000357SOL3200195VIALX,MITOXANTRONE 2 mg/ml SOLUTION 10 mL VIAL,MITOXANTRONE,MITOX,,0,SOLUTION,SOL32,2 mg/ml,357,10 mL,195,,,,,,VIALX,VIAL,,,
MITOX0000000357SOL3200060VIALX,MITOXANTRONE 2 mg/ml SOLUTION 5 mL VIAL,MITOXANTRONE,MITOX,,0,SOLUTION,SOL32,2 mg/ml,357,5 mL,60,,,,,,VIALX,VIAL,,,
MODIF0000000364SOL3200044BOTTL,MODIFIED FLUID GELATIN (FORMERLY POLYMERISATE OF DEGRADED SUCCINYLATED GELATIN) 3% SOLUTION 500 mL BOTTLE,MODIFIED FLUID GELATIN (FORMERLY POLYMERISATE OF DEGRADED SUCCINYLATED GELATIN),MODIF,,0,SOLUTION,SOL32,3%,364,500 mL,44,,,,,,BOTTL,BOTTLE,,,
